股票[S]	股票代码[0]	股票名称[1]	昨日收盘价[2]	昨日结算价[3]	昨日持仓量[4]	涨停价[5]	跌停价[6]	总股本[7]	流通盘[8]	合约数量乘数[9]	最小变动价位[18]	上市日[20]	到期日[21]	合约在RZRK的代码[32]	合约在交易所的代码[33]	利息额[35]	除权除息[36]	停牌[37]	创建日[19]	限价单最大下单量（买）[16]	限价单最小下单量（买）[17]	投资者适当性管理分类[50]	最小回购天数[52]	最大回购天数[53]	证券类型 1.全国股转：标识分层信息[57]	证券种类和属性高位[69]	证券种类和属性低位[70]	要约收购信息[68]
000593	000593	大通燃气	5.93	0.00	0	6.52	5.34	358631009	358483169	1	0.01	19960312		000593	000593	0.00	N	0		0	0	0	0	0		69210112	0	
000595	000595	宝塔实业	3.06	0.00	0	3.37	2.75	764279250	751761850	1	0.01	19960419		000595	000595	0.00	N	0		0	0	0	0	0		69210112	0	
000596	000596	古井贡酒	116.88	0.00	0	128.57	105.19	503600000	383600000	1	0.01	19960927		000596	000596	0.00	N	0		0	0	0	0	0		69210112	0	
000597	000597	东北制药	6.80	0.00	0	7.48	6.12	904726630	817227873	1	0.01	19960523		000597	000597	0.00	N	0		0	0	0	0	0		69210112	0	
000598	000598	兴蓉环境	4.56	0.00	0	5.02	4.10	2986218602	2986218602	1	0.01	19960529		000598	000598	0.00	N	0		0	0	0	0	0		69210112	0	
000599	000599	青岛双星	4.63	0.00	0	5.09	4.17	828503191	767691542	1	0.01	19960430		000599	000599	0.00	N	0		0	0	0	0	0		69210112	0	
000600	000600	建投能源	4.79	0.00	0	5.27	4.31	1791626376	1090044126	1	0.01	19960606		000600	000600	0.00	N	0		0	0	0	0	0		69210112	0	
000601	000601	韶能股份	5.56	0.00	0	6.12	5.00	1080551669	1079832057	1	0.01	19960830		000601	000601	0.00	N	0		0	0	0	0	0		69210112	0	
000603	000603	盛达资源	13.56	0.00	0	14.92	12.20	689969346	578804714	1	0.01	19960823		000603	000603	0.00	N	0		0	0	0	0	0		69210112	0	
000605	000605	渤海股份	6.71	0.00	0	7.38	6.04	352658600	272987492	1	0.01	19960913		000605	000605	0.00	N	0		0	0	0	0	0		69210112	0	
000606	000606	顺利办	5.45	0.00	0	6.00	4.91	765799353	707201606	1	0.01	19961004		000606	000606	0.00	N	0		0	0	0	0	0		69210112	0	
000607	000607	华媒控股	4.72	0.00	0	5.19	4.25	1017698410	884840694	1	0.01	19960830		000607	000607	0.00	N	0		0	0	0	0	0		69210112	0	
000608	000608	阳光股份	5.14	0.00	0	5.65	4.63	749913309	749801859	1	0.01	19960919		000608	000608	0.00	N	0		0	0	0	0	0		69210112	0	
000609	000609	中迪投资	4.92	0.00	0	5.41	4.43	299265522	291973722	1	0.01	19961010		000609	000609	0.00	N	0		0	0	0	0	0		69210112	0	
000610	000610	西安旅游	9.07	0.00	0	9.98	8.16	236747901	235245816	1	0.01	19960926		000610	000610	0.00	N	0		0	0	0	0	0		69210112	0	
000611	000611	*ST天首	4.04	0.00	0	4.24	3.84	337822022	319347925	1	0.01	19961008		000611	000611	0.00	N	0		0	0	0	0	0		69210112	65536	
000612	000612	焦作万方	4.14	0.00	0	4.55	3.73	1192199394	1189200727	1	0.01	19960926		000612	000612	0.00	N	0		0	0	0	0	0		69210112	0	
000613	000613	大东海A	5.52	0.00	0	6.07	4.97	364100000	265876600	1	0.01	20021018		000613	000613	0.00	N	0		0	0	0	0	0		69210112	0	
000615	000615	京汉股份	4.50	0.00	0	4.95	4.05	782307677	747535072	1	0.01	19961016		000615	000615	0.00	N	0		0	0	0	0	0		69210112	0	
000616	000616	海航投资	2.38	0.00	0	2.62	2.14	1430234425	1430234425	1	0.01	19961108		000616	000616	0.00	N	0		0	0	0	0	0		69210112	0	
000617	000617	中油资本	11.83	0.00	0	13.01	10.65	9030056485	287539200	1	0.01	19961022		000617	000617	0.00	N	0		0	0	0	0	0		69210112	0	
000619	000619	海螺型材	5.52	0.00	0	6.07	4.97	360000000	360000000	1	0.01	19961023		000619	000619	0.00	N	0		0	0	0	0	0		69210112	0	
000620	000620	新华联	4.59	0.00	0	5.05	4.13	1896690420	1896614445	1	0.01	20110708		000620	000620	0.00	N	0		0	0	0	0	0		69210112	0	
000622	000622	恒立实业	4.82	0.00	0	5.30	4.34	425226000	425226000	1	0.01	19961107		000622	000622	0.00	N	0		0	0	0	0	0		69210112	0	
000623	000623	吉林敖东	15.90	0.00	0	17.49	14.31	1163032535	1142040102	1	0.01	19961028		000623	000623	0.00	N	0		0	0	0	0	0		69210112	0	
000625	000625	长安汽车	9.52	0.00	0	10.47	8.57	4802648511	3900643469	1	0.01	19970610		000625	000625	0.00	N	0		0	0	0	0	0		69210112	0	
000626	000626	远大控股	7.59	0.00	0	8.35	6.83	542874902	463946400	1	0.01	19961128		000626	000626	0.00	N	0		0	0	0	0	0		69210112	0	
000627	000627	天茂集团	6.82	0.00	0	7.50	6.14	4940629165	4303129165	1	0.01	19961112		000627	000627	0.00	N	0		0	0	0	0	0		69210112	0	
000628	000628	高新发展	9.59	0.00	0	10.55	8.63	311480000	187980340	1	0.01	19961118		000628	000628	0.00	N	0		0	0	0	0	0		69210112	0	
000629	000629	攀钢钒钛	2.81	0.00	0	3.09	2.53	8589746202	4767139025	1	0.01	19961115		000629	000629	0.00	N	0		0	0	0	0	0		69210112	0	
000630	000630	铜陵有色	2.17	0.00	0	2.39	1.95	10526533308	9560558253	1	0.01	19961120		000630	000630	0.00	N	0		0	0	0	0	0		69210112	0	
000631	000631	顺发恒业	2.72	0.00	0	2.99	2.45	2432519168	2432519168	1	0.01	19961122		000631	000631	0.00	N	0		0	0	0	0	0		69210112	0	
000632	000632	三木集团	6.27	0.00	0	6.90	5.64	465519570	465485356	1	0.01	19961121		000632	000632	0.00	N	0		0	0	0	0	0		69210112	0	
000633	000633	合金投资	4.01	0.00	0	4.41	3.61	385106373	385104123	1	0.01	19961112		000633	000633	0.00	N	0		0	0	0	0	0		69210112	0	
000635	000635	英 力 特	7.48	0.00	0	8.23	6.73	303087602	303087602	1	0.01	19961120		000635	000635	0.00	N	0		0	0	0	0	0		69210112	0	
000636	000636	风华高科	13.91	0.00	0	15.30	12.52	895233111	895203111	1	0.01	19961129		000636	000636	0.00	N	0		0	0	0	0	0		69210112	0	
000637	000637	茂化实华	4.27	0.00	0	4.70	3.84	519875356	366494967	1	0.01	19961114		000637	000637	0.00	N	0		0	0	0	0	0		69210112	0	
000638	000638	万方发展	4.83	0.00	0	5.31	4.35	309400000	309400000	1	0.01	19961126		000638	000638	0.00	N	0		0	0	0	0	0		69210112	0	
000639	000639	西王食品	4.44	0.00	0	4.88	4.00	1079428095	1076348725	1	0.01	19961126		000639	000639	0.00	N	0		0	0	0	0	0		69210112	0	
000650	000650	仁和药业	6.15	0.00	0	6.77	5.54	1238340076	1180393145	1	0.01	19961210		000650	000650	0.00	N	0		0	0	0	0	0		69210112	0	
000651	000651	格力电器	64.50	0.00	0	70.95	58.05	6015730878	5969919153	1	0.01	19961118		000651	000651	0.00	N	0		0	0	0	0	0		69210112	0	
000652	000652	泰达股份	3.48	0.00	0	3.83	3.13	1475573852	1474125684	1	0.01	19961128		000652	000652	0.00	N	0		0	0	0	0	0		69210112	0	
000655	000655	金岭矿业	5.25	0.00	0	5.78	4.73	595340230	595340230	1	0.01	19961128		000655	000655	0.00	N	0		0	0	0	0	0		69210112	0	
000656	000656	金科股份	7.58	0.00	0	8.34	6.82	5339715816	5247238049	1	0.01	19961128		000656	000656	0.00	N	0		0	0	0	0	0		69210112	0	
000657	000657	中钨高新	6.56	0.00	0	7.22	5.90	880116529	773520517	1	0.01	19961205		000657	000657	0.00	N	0		0	0	0	0	0		69210112	0	
000659	000659	珠海中富	2.71	0.00	0	2.98	2.44	1285702520	1285702520	1	0.01	19961203		000659	000659	0.00	N	0		0	0	0	0	0		69210112	0	
000661	000661	长春高新	423.85	0.00	0	466.24	381.47	199974594	169992095	1	0.01	19961218		000661	000661	0.00	N	0		0	0	0	0	0		69210112	0	
000662	000662	天夏智慧	5.58	0.00	0	6.14	5.02	1093097734	1092980729	1	0.01	19961216		000662	000662	0.00	N	0		0	0	0	0	0		69210112	0	
000663	000663	永安林业	4.65	0.00	0	5.12	4.19	336683929	255037222	1	0.01	19961206		000663	000663	0.00	N	0		0	0	0	0	0		69210112	0	
000665	000665	湖北广电	5.27	0.00	0	5.80	4.74	963569969	963491814	1	0.01	19961210		000665	000665	0.00	N	0		0	0	0	0	0		69210112	0	
000666	000666	经纬纺机	10.73	0.00	0	11.80	9.66	704130000	293518766	1	0.01	19961210		000666	000666	0.00	N	0		0	0	0	0	0		69210112	0	
000667	000667	美好置业	2.73	0.00	0	3.00	2.46	2466988633	2447314632	1	0.01	19961205		000667	000667	0.00	N	0		0	0	0	0	0		69210112	0	
000668	000668	荣丰控股	13.71	0.00	0	15.08	12.34	146841890	146688393	1	0.01	19961210		000668	000668	0.00	N	0		0	0	0	0	0		69210112	0	
000669	000669	金鸿控股	3.78	0.00	0	4.16	3.40	680408797	666445749	1	0.01	19961210		000669	000669	0.00	N	0		0	0	0	0	0		69210112	0	
000670	000670	*ST盈方	2.26	0.00	0	2.37	2.15	816627360	600167286	1	0.01	19961217		000670	000670	0.00	N	0		0	0	0	0	0		69210112	65536	
000671	000671	阳 光 城	8.00	0.00	0	8.80	7.20	4050073315	3971888118	1	0.01	19961218		000671	000671	0.00	N	0		0	0	0	0	0		69210112	0	
000672	000672	上峰水泥	16.68	0.00	0	18.35	15.01	813619871	806413601	1	0.01	19961218		000672	000672	0.00	N	0		0	0	0	0	0		69210112	0	
000673	000673	当代东方	5.24	0.00	0	5.76	4.72	791550442	789510358	1	0.01	19970124		000673	000673	0.00	N	0		0	0	0	0	0		69210112	0	
000676	000676	智度股份	8.96	0.00	0	9.86	8.06	1326000097	653837350	1	0.01	19961224		000676	000676	0.00	N	0		0	0	0	0	0		69210112	0	
000677	000677	恒天海龙	3.60	0.00	0	3.96	3.24	863977948	863977948	1	0.01	19961226		000677	000677	0.00	N	0		0	0	0	0	0		69210112	0	
000678	000678	襄阳轴承	7.09	0.00	0	7.80	6.38	459611797	459611797	1	0.01	19970106		000678	000678	0.00	N	0		0	0	0	0	0		69210112	0	
000679	000679	大连友谊	3.66	0.00	0	4.03	3.29	356400000	356350622	1	0.01	19970124		000679	000679	0.00	N	0		0	0	0	0	0		69210112	0	
000680	000680	山推股份	3.44	0.00	0	3.78	3.10	1240787611	1056929932	1	0.01	19970122		000680	000680	0.00	N	0		0	0	0	0	0		69210112	0	
000681	000681	视觉中国	16.38	0.00	0	18.02	14.74	700577436	661177568	1	0.01	19970121		000681	000681	0.00	N	0		0	0	0	0	0		69210112	0	
000682	000682	东方电子	4.94	0.00	0	5.43	4.45	1340727007	978022745	1	0.01	19970121		000682	000682	0.00	N	0		0	0	0	0	0		69210112	0	
000683	000683	远兴能源	2.19	0.00	0	2.41	1.97	3924398991	3561192624	1	0.01	19970130		000683	000683	0.00	N	0		0	0	0	0	0		69210112	0	
000685	000685	中山公用	8.02	0.00	0	8.82	7.22	1475111351	1253229908	1	0.01	19970123		000685	000685	0.00	N	0		0	0	0	0	0		69210112	0	
000686	000686	东北证券	8.61	0.00	0	9.47	7.75	2340452915	2340452915	1	0.01	19970227		000686	000686	0.00	N	0		0	0	0	0	0		69210112	0	
000687	000687	华讯方舟	6.61	0.00	0	7.27	5.95	759536502	752778276	1	0.01	19970221		000687	000687	0.00	N	0		0	0	0	0	0		69210112	0	
000688	000688	国城矿业	12.77	0.00	0	14.05	11.49	1137299314	1137294994	1	0.01	19970120		000688	000688	0.00	N	0		0	0	0	0	0		69210112	0	
000690	000690	宝新能源	5.68	0.00	0	6.25	5.11	2175887862	2084122681	1	0.01	19970128		000690	000690	0.00	N	0		0	0	0	0	0		69210112	0	
000691	000691	亚太实业	3.83	0.00	0	4.21	3.45	323270000	290486300	1	0.01	19970228		000691	000691	0.00	N	0		0	0	0	0	0		69210112	0	
000692	000692	惠天热电	2.90	0.00	0	3.19	2.61	532832976	532785880	1	0.01	19970227		000692	000692	0.00	N	0		0	0	0	0	0		69210112	0	
000695	000695	滨海能源	7.29	0.00	0	8.02	6.56	222147539	221721339	1	0.01	19970218		000695	000695	0.00	N	0		0	0	0	0	0		69210112	0	
000697	000697	炼石航空	10.29	0.00	0	11.32	9.26	671616059	565706433	1	0.01	19970325		000697	000697	0.00	N	0		0	0	0	0	0		69210112	0	
000698	000698	沈阳化工	3.23	0.00	0	3.55	2.91	819514395	785684657	1	0.01	19970220		000698	000698	0.00	N	0		0	0	0	0	0		69210112	0	
000700	000700	模塑科技	4.01	0.00	0	4.41	3.61	827181823	717211149	1	0.01	19970228		000700	000700	0.00	N	0		0	0	0	0	0		69210112	0	
000701	000701	厦门信达	5.36	0.00	0	5.90	4.82	406613056	406613056	1	0.01	19970226		000701	000701	0.00	N	0		0	0	0	0	0		69210112	0	
000702	000702	正虹科技	5.73	0.00	0	6.30	5.16	266634576	266634576	1	0.01	19970318		000702	000702	0.00	N	0		0	0	0	0	0		69210112	0	
000703	000703	恒逸石化	12.96	0.00	0	14.26	11.66	2841725474	2282655356	1	0.01	19970328		000703	000703	0.00	N	0		0	0	0	0	0		69210112	0	
000705	000705	浙江震元	6.39	0.00	0	7.03	5.75	334123286	281983639	1	0.01	19970410		000705	000705	0.00	N	0		0	0	0	0	0		69210112	0	
000707	000707	ST双环	3.25	0.00	0	3.41	3.09	464145765	464144265	1	0.01	19970415		000707	000707	0.00	N	0		0	0	0	0	0		69210112	65536	
000708	000708	中信特钢	22.71	0.00	0	24.98	20.44	2968907902	449408480	1	0.01	19970326		000708	000708	0.00	N	0		0	0	0	0	0		69210112	0	
000709	000709	河钢股份	2.51	0.00	0	2.76	2.26	10618607852	10616892601	1	0.01	19970416		000709	000709	0.00	N	0		0	0	0	0	0		69210112	0	
000710	000710	贝瑞基因	36.60	0.00	0	40.26	32.94	354605865	230510250	1	0.01	19970422		000710	000710	0.00	N	0		0	0	0	0	0		69210112	0	
000711	000711	京蓝科技	5.58	0.00	0	6.14	5.02	1023667816	739570320	1	0.01	19970411		000711	000711	0.00	N	0		0	0	0	0	0		69210112	0	
000712	000712	锦龙股份	14.40	0.00	0	15.84	12.96	896000000	795996797	1	0.01	19970415		000712	000712	0.00	N	0		0	0	0	0	0		69210112	0	
000713	000713	丰乐种业	8.39	0.00	0	9.23	7.55	438582129	388538758	1	0.01	19970422		000713	000713	0.00	N	0		0	0	0	0	0		69210112	0	
000715	000715	中兴商业	5.91	0.00	0	6.50	5.32	415718940	415057259	1	0.01	19970508		000715	000715	0.00	N	0		0	0	0	0	0		69210112	0	
000716	000716	黑芝麻	3.03	0.00	0	3.33	2.73	746395905	664981157	1	0.01	19970418		000716	000716	0.00	N	0		0	0	0	0	0		69210112	0	
000717	000717	韶钢松山	4.46	0.00	0	4.91	4.01	2419524410	2419524410	1	0.01	19970508		000717	000717	0.00	N	0		0	0	0	0	0		69210112	0	
000718	000718	苏宁环球	3.74	0.00	0	4.11	3.37	3034636384	2289262038	1	0.01	20051226		000718	000718	0.00	N	0		0	0	0	0	0		69210112	0	
000719	000719	中原传媒	6.98	0.00	0	7.68	6.28	1023203749	667147543	1	0.01	20111202		000719	000719	0.00	N	0		0	0	0	0	0		69210112	0	
000720	000720	新能泰山	5.70	0.00	0	6.27	5.13	1289650962	863460000	1	0.01	19970509		000720	000720	0.00	N	0		0	0	0	0	0		69210112	0	
000721	000721	西安饮食	3.95	0.00	0	4.35	3.56	499055920	435840445	1	0.01	19970430		000721	000721	0.00	N	0		0	0	0	0	0		69210112	0	
000722	000722	湖南发展	6.63	0.00	0	7.29	5.97	464158282	464158282	1	0.01	20120615		000722	000722	0.00	N	0		0	0	0	0	0		69210112	0	
000723	000723	美锦能源	8.92	0.00	0	9.81	8.03	4099263052	3775958971	1	0.01	19970515		000723	000723	0.00	N	0		0	0	0	0	0		69210112	0	
000725	000725	京东方Ａ	4.56	0.00	0	5.02	4.10	34798398763	33859749557	1	0.01	20010112		000725	000725	0.00	N	0		0	0	0	0	0		69210112	0	
000726	000726	鲁 泰Ａ	8.99	0.00	0	9.89	8.09	858121541	561077152	1	0.01	20001225		000726	000726	0.00	N	0		0	0	0	0	0		69210112	0	
000727	000727	华东科技	2.14	0.00	0	2.35	1.93	4529566980	2930655908	1	0.01	19970520		000727	000727	0.00	N	0		0	0	0	0	0		69210112	0	
000728	000728	国元证券	8.80	0.00	0	9.68	7.92	3365447047	2946129600	1	0.01	19970616		000728	000728	0.00	N	0		0	0	0	0	0		69210112	0	
000729	000729	燕京啤酒	6.25	0.00	0	6.88	5.63	2818539341	2509443521	1	0.01	19970716		000729	000729	0.00	N	0		0	0	0	0	0		69210112	0	
000731	000731	四川美丰	5.09	0.00	0	5.60	4.58	591484352	591484352	1	0.01	19970617		000731	000731	0.00	N	0		0	0	0	0	0		69210112	0	
000732	000732	泰禾集团	5.94	0.00	0	6.53	5.35	2488901440	2486111896	1	0.01	19970704		000732	000732	0.00	N	0		0	0	0	0	0		69210112	0	
000733	000733	振华科技	15.80	0.00	0	17.38	14.22	514805618	469342218	1	0.01	19970703		000733	000733	0.00	N	0		0	0	0	0	0		69210112	0	
000735	000735	罗 牛 山	9.81	0.00	0	10.79	8.83	1151513578	1150886809	1	0.01	19970611		000735	000735	0.00	N	0		0	0	0	0	0		69210112	0	
000736	000736	中交地产	6.72	0.00	0	7.39	6.05	534948992	534948992	1	0.01	19970425		000736	000736	0.00	N	0		0	0	0	0	0		69210112	0	
000737	000737	ST南风	3.10	0.00	0	3.26	2.95	548760000	548760000	1	0.01	19970428		000737	000737	0.00	N	0		0	0	0	0	0		69210112	65536	
000738	000738	航发控制	12.96	0.00	0	14.26	11.66	1145642349	1145634399	1	0.01	19970626		000738	000738	0.00	N	0		0	0	0	0	0		69210112	0	
000739	000739	普洛药业	12.66	0.00	0	13.93	11.39	1178523492	1146824065	1	0.01	19970509		000739	000739	0.00	N	0		0	0	0	0	0		69210112	0	
000750	000750	国海证券	5.07	0.00	0	5.58	4.56	4215541972	4215538597	1	0.01	19970709		000750	000750	0.00	N	0		0	0	0	0	0		69210112	0	
000751	000751	锌业股份	3.03	0.00	0	3.33	2.73	1409869279	1409866379	1	0.01	19970626		000751	000751	0.00	N	0		0	0	0	0	0		69210112	0	
000752	000752	*ST西发	4.86	0.00	0	5.10	4.62	263758491	263758491	1	0.01	19970625		000752	000752	0.00	N	0		0	0	0	0	0		69210112	65536	
000753	000753	漳州发展	2.89	0.00	0	3.18	2.60	991481071	884146545	1	0.01	19970626		000753	000753	0.00	N	0		0	0	0	0	0		69210112	0	
000755	000755	山西路桥	3.83	0.00	0	4.21	3.45	469264621	469264621	1	0.01	19970627		000755	000755	0.00	N	0		0	0	0	0	0		69210112	0	
000756	000756	新华制药	6.96	0.00	0	7.66	6.26	621859447	399495076	1	0.01	19970806		000756	000756	0.00	N	0		0	0	0	0	0		69210112	0	
000757	000757	浩物股份	4.55	0.00	0	5.01	4.10	605166773	451619600	1	0.01	19970627		000757	000757	0.00	N	0		0	0	0	0	0		69210112	0	
000758	000758	中色股份	4.07	0.00	0	4.48	3.66	1969378424	1969189481	1	0.01	19970416		000758	000758	0.00	N	0		0	0	0	0	0		69210112	0	
000759	000759	中百集团	7.09	0.00	0	7.80	6.38	681021500	680610192	1	0.01	19970519		000759	000759	0.00	N	0		0	0	0	0	0		69210112	0	
000760	000760	*ST斯太	1.62	0.00	0	1.70	1.54	771844628	654444268	1	0.01	19970627		000760	000760	0.00	N	0		0	0	0	0	0		69210112	65536	
000761	000761	本钢板材	3.91	0.00	0	4.30	3.52	3875371532	3475371532	1	0.01	19980115		000761	000761	0.00	N	0		0	0	0	0	0		69210112	0	
000762	000762	西藏矿业	6.84	0.00	0	7.52	6.16	520819240	520795518	1	0.01	19970708		000762	000762	0.00	N	0		0	0	0	0	0		69210112	0	
000766	000766	通化金马	6.29	0.00	0	6.92	5.66	966494707	707024245	1	0.01	19970430		000766	000766	0.00	N	0		0	0	0	0	0		69210112	0	
000767	000767	漳泽电力	2.41	0.00	0	2.65	2.17	3076942219	2912294234	1	0.01	19970609		000767	000767	0.00	N	0		0	0	0	0	0		69210112	0	
000768	000768	中航飞机	15.97	0.00	0	17.57	14.37	2768645071	2768628046	1	0.01	19970626		000768	000768	0.00	N	0		0	0	0	0	0		69210112	0	
000776	000776	广发证券	14.27	0.00	0	15.70	12.84	7621087664	5919291464	1	0.01	19970611		000776	000776	0.00	N	0		0	0	0	0	0		69210112	0	
000777	000777	中核科技	11.82	0.00	0	13.00	10.64	383417593	383406551	1	0.01	19970710		000777	000777	0.00	N	0		0	0	0	0	0		69210112	0	
000778	000778	新兴铸管	4.02	0.00	0	4.42	3.62	3990880176	3921365612	1	0.01	19970606		000778	000778	0.00	N	0		0	0	0	0	0		69210112	0	
000779	000779	甘咨询	10.01	0.00	0	11.01	9.01	380330518	175640547	1	0.01	19970528		000779	000779	0.00	N	0		0	0	0	0	0		69210112	0	
000780	000780	平庄能源	2.95	0.00	0	3.25	2.66	1014306324	1014306324	1	0.01	19970606		000780	000780	0.00	N	0		0	0	0	0	0		69210112	0	
000782	000782	美达股份	3.48	0.00	0	3.83	3.13	528139623	446316970	1	0.01	19970619		000782	000782	0.00	N	0		0	0	0	0	0		69210112	0	
000783	000783	长江证券	6.66	0.00	0	7.33	5.99	5529563000	5529487535	1	0.01	19970731		000783	000783	0.00	N	0		0	0	0	0	0		69210112	0	
000785	000785	武汉中商	10.49	0.00	0	11.54	9.44	6019830101	147465904	1	0.01	19970711		000785	000785	0.00	N	0		0	0	0	0	0		69210112	0	
000786	000786	北新建材	24.24	0.00	0	26.66	21.82	1689507842	1689507842	1	0.01	19970606		000786	000786	0.00	N	0		0	0	0	0	0		69210112	0	
000788	000788	北大医药	6.39	0.00	0	7.03	5.75	595987425	595987425	1	0.01	19970616		000788	000788	0.00	N	0		0	0	0	0	0		69210112	0	
000789	000789	万年青	11.01	0.00	0	12.11	9.91	797373678	797354771	1	0.01	19970923		000789	000789	0.00	N	0		0	0	0	0	0		69210112	0	
000790	000790	泰合健康	4.34	0.00	0	4.77	3.91	616360564	615770240	1	0.01	19980327		000790	000790	0.00	N	0		0	0	0	0	0		69210112	0	
000791	000791	甘肃电投	3.61	0.00	0	3.97	3.25	1359576680	1359529430	1	0.01	19971014		000791	000791	0.00	N	0		0	0	0	0	0		69210112	0	
000792	000792	*ST盐湖	8.19	0.00	0	8.60	7.78	2786090601	2749899995	1	0.01	19970904		000792	000792	0.00	N	0		0	0	0	0	0		69210112	65536	
000793	000793	华闻集团	3.06	0.00	0	3.37	2.75	1997245457	1942659530	1	0.01	19970729		000793	000793	0.00	N	0		0	0	0	0	0		69210112	0	
000795	000795	英洛华	5.73	0.00	0	6.30	5.16	1133684103	1112978112	1	0.01	19970808		000795	000795	0.00	N	0		0	0	0	0	0		69210112	0	
000796	000796	凯撒旅游	8.72	0.00	0	9.59	7.85	803000258	802525358	1	0.01	19970703		000796	000796	0.00	N	0		0	0	0	0	0		69210112	0	
000797	000797	中国武夷	3.35	0.00	0	3.69	3.02	1571514753	1562453872	1	0.01	19970715		000797	000797	0.00	N	0		0	0	0	0	0		69210112	0	
000798	000798	中水渔业	5.96	0.00	0	6.56	5.36	319455000	319389000	1	0.01	19980212		000798	000798	0.00	N	0		0	0	0	0	0		69210112	0	
000799	000799	酒鬼酒	35.24	0.00	0	38.76	31.72	324928980	324928980	1	0.01	19970718		000799	000799	0.00	N	0		0	0	0	0	0		69210112	0	
000800	000800	一汽轿车	10.16	0.00	0	11.18	9.14	1627500000	1411754078	1	0.01	19970618		000800	000800	0.00	N	0		0	0	0	0	0		69210112	0	
000801	000801	四川九洲	5.40	0.00	0	5.94	4.86	1022806646	1022806646	1	0.01	19980506		000801	000801	0.00	N	0		0	0	0	0	0		69210112	0	
000802	000802	北京文化	9.53	0.00	0	10.48	8.58	715900255	711287755	1	0.01	19980108		000802	000802	0.00	N	0		0	0	0	0	0		69210112	0	
000803	000803	金宇车城	15.65	0.00	0	17.22	14.09	127730893	127730893	1	0.01	19980303		000803	000803	0.00	N	0		0	0	0	0	0		69210112	0	
000806	000806	ST银河	2.28	0.00	0	2.39	2.17	1099911762	698446876	1	0.01	19980416		000806	000806	0.00	N	0		0	0	0	0	0		69210112	65536	
000807	000807	云铝股份	5.01	0.00	0	5.51	4.51	2606838797	2606691975	1	0.01	19980408		000807	000807	0.00	N	0		0	0	0	0	0		69210112	0	
000809	000809	铁岭新城	2.31	0.00	0	2.54	2.08	824791293	824791293	1	0.01	19980616		000809	000809	0.00	N	0		0	0	0	0	0		69210112	0	
000810	000810	创维数字	11.34	0.00	0	12.47	10.21	1058278728	981845345	1	0.01	19980602		000810	000810	0.00	N	0		0	0	0	0	0		69210112	0	
000811	000811	冰轮环境	6.98	0.00	0	7.68	6.28	725764266	725751605	1	0.01	19980528		000811	000811	0.00	N	0		0	0	0	0	0		69210112	0	
000812	000812	陕西金叶	3.21	0.00	0	3.53	2.89	768692614	670303990	1	0.01	19980623		000812	000812	0.00	N	0		0	0	0	0	0		69210112	0	
000813	000813	德展健康	6.19	0.00	0	6.81	5.57	2241481800	2013995049	1	0.01	19980519		000813	000813	0.00	N	0		0	0	0	0	0		69210112	0	
000815	000815	美利云	6.84	0.00	0	7.52	6.16	695263035	695263035	1	0.01	19980609		000815	000815	0.00	N	0		0	0	0	0	0		69210112	0	
000816	000816	ST慧业	1.50	0.00	0	1.58	1.43	1418803318	1336277472	1	0.01	19970818		000816	000816	0.00	N	0		0	0	0	0	0		69210112	65536	
